PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,FamilySize,Singleton,SmallFamily,LargeFamily,Embarked_C,Embarked_Q,Embarked_S,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Survived
426,3,2,26.0,0,0,138,7.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
427,2,1,28.0,1,0,24,26.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
428,2,1,19.0,0,0,51,26.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
429,3,2,26.0,0,0,99,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
430,3,2,32.0,0,0,164,8.05,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
431,1,2,28.0,0,0,0,26.55,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
432,3,1,31.0,1,0,110,16.1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
433,2,1,42.0,1,0,161,26.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
434,3,2,17.0,0,0,165,7.125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
435,1,2,50.0,1,0,13,55.9,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
436,1,1,14.0,1,2,3,120.0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
437,3,1,21.0,2,2,167,34.375,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
438,2,1,24.0,2,3,71,18.75,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
439,1,2,64.0,1,4,23,263.0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
440,2,2,31.0,0,0,146,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
441,2,1,45.0,1,1,149,26.25,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
442,3,2,20.0,0,0,88,9.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
443,3,2,25.0,1,0,90,7.775,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
444,2,1,28.0,0,0,37,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
445,3,2,26.0,0,0,121,8.1125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
446,1,2,4.0,0,2,84,81.8583,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
447,2,1,13.0,0,1,51,19.5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
448,1,2,34.0,0,0,3,26.55,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
449,3,1,5.0,2,1,57,19.2583,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
450,1,2,52.0,0,0,3,30.5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
451,2,2,36.0,1,2,146,27.75,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
452,3,2,26.0,1,0,121,19.9667,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
453,1,2,30.0,0,0,3,27.75,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
454,1,2,49.0,1,0,20,89.1042,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
455,3,2,26.0,0,0,139,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
456,3,2,29.0,0,0,92,7.8958,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
457,1,2,65.0,0,0,13,26.55,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
458,1,1,45.0,1,0,20,51.8625,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
459,2,1,50.0,0,0,149,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
460,3,2,26.0,0,0,106,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
461,1,2,48.0,0,0,23,26.55,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
462,3,2,34.0,0,0,99,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
463,1,2,47.0,0,0,1,38.5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
464,2,2,48.0,0,0,40,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
465,3,2,26.0,0,0,140,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
466,3,2,38.0,0,0,164,7.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
467,2,2,30.0,0,0,44,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
468,1,2,56.0,0,0,3,26.55,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
469,3,2,26.0,0,0,97,7.725,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
470,3,1,0.75,2,1,57,19.2583,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
471,3,2,26.0,0,0,78,7.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
472,3,2,38.0,0,0,77,8.6625,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
473,2,1,33.0,1,2,146,27.75,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
474,2,1,23.0,0,0,161,13.7917,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
475,3,1,22.0,0,0,130,9.8375,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
476,1,2,41.5,0,0,0,52.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
477,2,2,34.0,1,0,74,21.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
478,3,2,29.0,1,0,89,7.0458,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
479,3,2,22.0,0,0,93,7.5208,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
480,3,1,2.0,0,1,74,12.2875,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
481,3,2,9.0,5,2,147,46.9,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
482,2,2,30.0,0,0,44,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
483,3,2,50.0,0,0,139,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
484,3,1,63.0,0,0,117,9.5875,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
485,1,2,25.0,1,0,7,91.0792,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
486,3,1,18.0,3,1,117,25.4667,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
487,1,1,35.0,1,0,23,90.0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
488,1,2,58.0,0,0,5,29.7,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
489,3,2,30.0,0,0,137,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
490,3,2,9.0,1,1,146,15.9,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
491,3,2,26.0,1,0,121,19.9667,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
492,3,2,21.0,0,0,164,7.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
493,1,2,55.0,0,0,3,30.5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
494,1,2,71.0,0,0,154,49.5042,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
495,3,2,21.0,0,0,138,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
496,3,2,26.0,0,0,53,14.4583,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
497,1,1,54.0,1,0,104,78.2667,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
498,3,2,26.0,0,0,146,15.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
499,1,1,25.0,1,2,3,151.55,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
500,3,2,24.0,0,0,93,7.7958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
501,3,2,17.0,0,0,77,8.6625,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
502,3,1,21.0,0,0,99,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
503,3,1,18.0,0,0,81,7.6292,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
504,3,1,37.0,0,0,117,9.5875,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
505,1,1,16.0,0,0,0,86.5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
506,1,2,18.0,1,0,154,108.9,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
507,2,1,33.0,0,2,54,26.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
508,1,2,41.5,0,0,1,26.55,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
509,3,2,28.0,0,0,144,22.525,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
510,3,2,26.0,0,0,18,56.4958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
511,3,2,29.0,0,0,111,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
512,3,2,26.0,0,0,164,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
513,1,2,36.0,0,0,154,26.2875,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
514,1,1,54.0,1,0,154,59.4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
515,3,2,24.0,0,0,92,7.4958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
516,1,2,47.0,0,0,104,34.0208,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
517,2,1,34.0,0,0,146,10.5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
518,3,2,26.0,0,0,106,24.15,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
519,2,1,36.0,1,0,34,26.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
520,3,2,32.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
521,1,1,30.0,0,0,10,93.5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
522,3,2,22.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
523,3,2,26.0,0,0,53,7.225,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
524,1,1,44.0,0,1,1,57.9792,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
525,3,2,26.0,0,0,61,7.2292,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
526,3,2,40.5,0,0,102,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
527,2,1,50.0,0,0,167,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
528,1,2,41.5,0,0,154,221.7792,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
529,3,2,39.0,0,0,74,7.925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
530,2,2,23.0,2,1,71,11.5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
531,2,1,2.0,1,1,54,26.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
532,3,2,26.0,0,0,55,7.2292,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
533,3,2,17.0,1,1,60,7.2292,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
534,3,1,31.0,0,2,57,22.3583,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
535,3,1,30.0,0,0,77,8.6625,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
536,2,1,7.0,0,2,149,26.25,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
537,1,2,45.0,0,0,3,26.55,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
538,1,1,30.0,0,0,154,106.425,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
539,3,2,26.0,0,0,99,14.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
540,1,1,22.0,0,2,13,49.5,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
541,1,1,36.0,0,2,170,71.0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
542,3,1,9.0,4,2,90,31.275,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
543,3,1,11.0,4,2,90,31.275,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
544,2,2,32.0,1,0,70,26.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
545,1,2,50.0,1,0,154,106.425,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
546,1,2,64.0,0,0,124,26.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
547,2,1,19.0,1,0,70,26.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
548,2,2,30.0,0,0,161,13.8625,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
549,3,2,33.0,1,1,98,20.525,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
550,2,2,8.0,1,1,146,36.75,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
551,1,2,17.0,0,2,20,110.8833,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
552,2,2,27.0,0,0,49,26.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
553,3,2,26.0,0,0,81,7.8292,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
554,3,2,22.0,0,0,53,7.225,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
555,3,1,22.0,0,0,90,7.775,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
556,1,2,62.0,0,0,3,26.55,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
557,1,1,48.0,1,0,5,39.6,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
558,1,2,41.5,0,0,154,227.525,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
559,1,1,39.0,1,1,0,79.65,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
560,3,1,36.0,1,0,88,17.4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
561,3,2,26.0,0,0,107,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
562,3,2,40.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
563,2,2,28.0,0,0,29,13.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
564,3,2,26.0,0,0,164,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
565,3,1,18.0,0,0,164,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
566,3,2,24.0,2,0,138,24.15,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
567,3,2,19.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
568,3,1,29.0,0,4,92,21.075,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
569,3,2,26.0,0,0,59,7.2292,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
570,3,2,32.0,0,0,93,7.8542,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
571,2,2,62.0,0,0,159,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
572,1,1,53.0,2,0,5,51.4792,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
573,1,2,36.0,0,0,154,26.3875,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
574,3,1,18.0,0,0,16,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
575,3,2,16.0,0,0,138,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
576,3,2,19.0,0,0,95,14.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
577,2,1,34.0,0,0,48,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
578,1,1,39.0,1,0,13,55.9,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
579,3,1,31.0,1,0,59,14.4583,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
580,3,2,32.0,0,0,165,7.925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
581,2,1,25.0,1,1,43,30.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
582,1,1,39.0,1,1,20,110.8833,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
583,2,2,54.0,0,0,67,26.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
584,1,2,36.0,0,0,11,40.125,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
585,3,2,26.0,0,0,85,8.7125,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
586,1,1,18.0,0,2,0,79.65,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
587,2,2,47.0,0,0,43,15.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
588,1,2,60.0,1,1,13,79.2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
589,3,2,22.0,0,0,17,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
590,3,2,26.0,0,0,136,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
591,3,2,35.0,0,0,165,7.125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
592,1,1,52.0,1,0,104,78.2667,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
593,3,2,47.0,0,0,139,7.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
594,3,1,18.0,0,2,99,7.75,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
595,2,2,37.0,1,0,161,26.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
596,3,2,36.0,1,1,88,24.15,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
597,2,1,20.0,0,0,50,33.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
598,3,2,49.0,0,0,151,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
599,3,2,26.0,0,0,57,7.225,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
600,1,2,49.0,1,0,154,56.9292,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
601,2,1,24.0,2,1,48,27.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
602,3,2,26.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
603,1,2,41.5,0,0,3,42.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
604,3,2,44.0,0,0,99,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
605,1,2,35.0,0,0,1,26.55,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
606,3,2,36.0,1,0,92,15.55,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
607,3,2,30.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
608,1,2,27.0,0,0,3,30.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
609,2,1,22.0,1,2,161,41.5792,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
610,1,1,40.0,0,0,154,153.4625,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
611,3,1,39.0,1,5,90,31.275,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
612,3,2,26.0,0,0,164,7.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
613,3,1,18.0,1,0,102,15.5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
614,3,2,26.0,0,0,105,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
615,3,2,35.0,0,0,99,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
616,2,1,24.0,1,2,31,65.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
617,3,2,34.0,1,1,90,14.4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
618,3,1,26.0,1,0,139,16.1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
619,2,1,4.0,2,1,37,39.0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
620,2,2,26.0,0,0,74,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
621,3,2,27.0,1,0,56,14.4542,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
622,1,2,42.0,1,0,5,52.5542,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
623,3,2,20.0,1,1,56,15.7417,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
624,3,2,21.0,0,0,93,7.8542,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
625,3,2,21.0,0,0,119,16.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
626,1,2,61.0,0,0,104,32.3208,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
627,2,2,57.0,0,0,30,12.35,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
628,1,1,21.0,0,0,13,77.9583,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
629,3,2,26.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
630,3,2,26.0,0,0,82,7.7333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
631,1,2,80.0,0,0,61,30.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
632,3,2,51.0,0,0,90,7.0542,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
633,1,2,32.0,0,0,12,30.5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
634,1,2,41.5,0,0,2,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
635,3,1,9.0,3,2,90,27.9,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
636,2,1,28.0,0,0,43,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
637,3,2,32.0,0,0,165,7.925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
638,2,2,31.0,1,1,146,26.25,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
639,3,1,41.0,0,5,74,39.6875,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
